protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
insulin,4GBI,1,magnesium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
insulin,4GBN,1,magnesium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
insulin,4IOF,1,magnesium,Metal/cations,mid,missing,missing,missing,0
insulin,4JCJ,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
insulin,4M1C,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
insulin,4XC4,1,magnesium,Metal/cations,high,mildly basic,ambient,vapor diffusion - hanging drop,0
insulin,4XLV,1,magnesium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,1
insulin,5CO6,1,magnesium,Metal/cations,very high,missing,missing,missing,1
insulin,5CO9,1,magnesium,Metal/cations,very high,missing,missing,missing,0
insulin,5WDM,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
insulin,5WOB,1,magnesium,Metal/cations,mid,missing,missing,missing,0
insulin,6BCR,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,1
insulin,6BCY,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,1
insulin,6FEY,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - unspecified,0
insulin,6FF3,1,magnesium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - unspecified,0
insulin,6FQR,1,magnesium,Metal/cations,mid,missing,missing,missing,0
insulin,6GQE,1,magnesium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - sitting drop,0
insulin,6VER,1,magnesium,Metal/cations,high,missing,warm,vapor diffusion - sitting drop,0
insulin,6VET,1,magnesium,Metal/cations,high,basic,warm,vapor diffusion - sitting drop,0
insulin,6Z7Y,1,magnesium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
insulin,6Z7Z,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,1
insulin,7MJ9,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
insulin,7RKD,1,magnesium,Metal/cations,mid,missing,ambient,microbatch,0
insulin,7WW3,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
insulin,7YEX,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
insulin,7Z50,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
insulin,8PYI,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - unspecified,0
insulin,8PYJ,1,magnesium,Metal/cations,trace-low,missing,missing,missing,0
insulin,8PYK,1,magnesium,Metal/cations,trace-low,missing,missing,missing,0
insulin,8PYL,1,magnesium,Metal/cations,trace-low,missing,missing,missing,0
insulin,8PYM,1,magnesium,Metal/cations,trace-low,missing,missing,missing,0
insulin,8PYN,1,magnesium,Metal/cations,trace-low,missing,missing,missing,0
insulin,4FKA,1,manganese,Metal/cations,high,missing,missing,missing,1
insulin,2R36,1,nickel,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
insulin,3EXX,1,nickel,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
insulin,3INC,1,nickel,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,1
insulin,4M4M,1,nickel,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
insulin,6S4I,1,nitrate,Anions,very high,basic,warm,vapor diffusion - sitting drop,1
insulin,1LK2,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - sitting drop,1
insulin,1QQG,1,phosphate,Anions,very high,missing,missing,missing,0
insulin,2EFA,1,phosphate,Anions,mid,missing,missing,missing,0
insulin,2OLY,1,phosphate,Anions,mid,missing,missing,missing,0
insulin,2OLZ,1,phosphate,Anions,mid,missing,missing,missing,0
