protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
ribonuclease,1J7Z,1,chloride,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1J80,1,chloride,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1J81,1,chloride,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1J82,1,chloride,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1JFZ,1,chloride,Anions,missing,basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1NBS,1,chloride,Anions,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
ribonuclease,1Q9E,1,chloride,Anions,missing,basic,cold,vapor diffusion - hanging drop,0
ribonuclease,1R6L,1,chloride,Anions,missing,basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1R6M,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1RC5,1,chloride,Anions,missing,basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1RC7,1,chloride,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1RNZ,1,chloride,Anions,very high,mildly acidic,missing,unspecified/other,1
ribonuclease,1U9S,1,chloride,Anions,missing,neutral,warm,vapor diffusion - hanging drop,0
ribonuclease,1YMN,1,chloride,Anions,missing,acidic,warm,vapor diffusion - hanging drop,0
ribonuclease,1YMR,1,chloride,Anions,missing,acidic,warm,vapor diffusion - hanging drop,0
ribonuclease,1YMW,1,chloride,Anions,missing,acidic,warm,vapor diffusion - hanging drop,0
ribonuclease,1Z3L,1,chloride,Anions,missing,mildly acidic,ambient,batch,0
ribonuclease,1Z3M,1,chloride,Anions,missing,mildly acidic,ambient,batch,0
ribonuclease,1Z3P,1,chloride,Anions,missing,acidic,ambient,batch,0
ribonuclease,2BLP,1,chloride,Anions,high,mildly acidic,missing,unspecified/other,1
ribonuclease,2BLZ,1,chloride,Anions,high,missing,missing,unspecified/other,1
ribonuclease,2DFF,1,chloride,Anions,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,2E0L,1,chloride,Anions,mid,acidic,ambient,vapor diffusion - unspecified,1
ribonuclease,2E0M,1,chloride,Anions,mid,acidic,ambient,vapor diffusion - unspecified,1
ribonuclease,2EA1,1,chloride,Anions,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2F4Y,1,chloride,Anions,missing,mildly basic,warm,vapor diffusion - hanging drop,0
ribonuclease,2F5W,1,chloride,Anions,missing,mildly basic,warm,vapor diffusion - hanging drop,0
ribonuclease,2F96,1,chloride,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2OP2,1,chloride,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2ZA4,1,chloride,Anions,high,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3BCP,1,chloride,Anions,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,3DH5,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DH6,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DI7,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DI8,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DI9,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DIB,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DIC,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3I67,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3I6H,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3I6J,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3I7W,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3I7X,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3N3W,1,chloride,Anions,high,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,3O2R,1,chloride,Anions,high,acidic,ambient,vapor diffusion - sitting drop,1
ribonuclease,3QL1,1,chloride,Anions,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3QL2,1,chloride,Anions,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3RSP,1,chloride,Anions,mid,mildly acidic,missing,vapor diffusion - hanging drop,1
ribonuclease,3ULD,1,chloride,Anions,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,3V1Q,1,chloride,Anions,trace-low,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3V9S,1,chloride,Anions,trace-low,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3WHO,1,chloride,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4BWX,1,chloride,Anions,mid,neutral,missing,unspecified/other,0
ribonuclease,4CZV,1,chloride,Anions,mid,missing,missing,unspecified/other,1
ribonuclease,4HAA,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J5Z,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J60,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J61,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J62,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J63,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J64,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J65,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J66,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J67,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J68,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J69,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J6A,1,chloride,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4MH8,1,chloride,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4N4C,1,chloride,Anions,mid,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,4NYN,1,chloride,Anions,low-mid,neutral,cold,vapor diffusion - sitting drop,0
ribonuclease,4ODK,1,chloride,Anions,low-mid,mildly basic,cold,vapor diffusion - sitting drop,1
ribonuclease,4OOH,1,chloride,Anions,very high,mildly acidic,warm,vapor diffusion - hanging drop,0
ribonuclease,4RTE,1,chloride,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,4X09,1,chloride,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4XGL,1,chloride,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4XGM,1,chloride,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,5DMQ,1,chloride,Anions,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,5NA9,1,chloride,Anions,very high,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,5OGH,1,chloride,Anions,high,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOJ,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOK,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOL,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOM,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DON,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOO,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOR,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DOS,1,chloride,Anions,trace-low,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6SJD,1,chloride,Anions,missing,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,6TCC,1,chloride,Anions,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7Q75,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q76,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q77,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q78,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q79,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q7A,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7Q7B,1,chloride,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7VWO,1,chloride,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,7W05,1,chloride,Anions,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7WNU,1,chloride,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,8JYI,1,chloride,Anions,trace-low,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,9CSM,1,chloride,Anions,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,1
ribonuclease,1AQP,1,copper,Metal/cations,very high,mildly acidic,missing,unspecified/other,1
ribonuclease,3QL1,1,copper,Metal/cations,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1RNZ,1,formate,Anions,very high,mildly acidic,missing,unspecified/other,0
ribonuclease,1YYK,1,formate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1YYO,1,formate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,2BX2,1,formate,Anions,low-mid,mildly basic,missing,unspecified/other,0
ribonuclease,2C0B,1,formate,Anions,low-mid,mildly basic,ambient,unspecified/other,0
ribonuclease,2C4R,1,formate,Anions,low-mid,mildly basic,missing,unspecified/other,0
ribonuclease,3WHO,1,formate,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4CZW,1,formate,Anions,high,mildly acidic,missing,unspecified/other,0
ribonuclease,6A7V,1,formate,Anions,mid,neutral,ambient,microbatch,0
ribonuclease,6CWX,1,formate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
ribonuclease,7N2P,1,formate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,9GO7,1,formate,Anions,high,missing,ambient,vapor diffusion - sitting drop,1
ribonuclease,9GQ0,1,formate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
ribonuclease,9GQP,1,formate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,6DOJ,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOK,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOL,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOM,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DON,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOO,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOR,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOS,1,iodide,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6X2D,1,iodide,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,1
ribonuclease,1MGW,1,lithium,Metal/cations,missing,missing,missing,missing,1
ribonuclease,1T4O,1,lithium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2QKK,1,lithium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2ZA4,1,lithium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,3A4Y,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3ASM,1,lithium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,3FKZ,1,lithium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IDZ,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IE0,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IE1,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IEK,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IEL,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IEM,1,lithium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3Q1Q,1,lithium,Metal/cations,very high,mildly acidic,missing,vapor diffusion - hanging drop,0
ribonuclease,3QSK,1,lithium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3V1O,1,lithium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,3V1R,1,lithium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4LY7,1,lithium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4N4C,1,lithium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,7NDH,1,lithium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7NDI,1,lithium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,9F7G,1,lithium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1CH0,1,magnesium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,0
ribonuclease,1EKE,1,magnesium,Metal/cations,missing,mildly acidic,ambient,unspecified/other,0
ribonuclease,1NBS,1,magnesium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,1
ribonuclease,1Q9E,1,magnesium,Metal/cations,missing,basic,cold,vapor diffusion - hanging drop,0
ribonuclease,1YYK,1,magnesium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1YYO,1,magnesium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,2A64,1,magnesium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,2BX2,1,magnesium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,1
ribonuclease,2C0B,1,magnesium,Metal/cations,low-mid,mildly basic,ambient,unspecified/other,1
ribonuclease,2C4R,1,magnesium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,1
ribonuclease,2CZV,1,magnesium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2DFE,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,2DFF,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,2EA1,1,magnesium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2ETJ,1,magnesium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - sitting drop,1
ribonuclease,2I5J,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,2NUG,1,magnesium,Metal/cations,high,missing,missing,missing,1
ribonuclease,2P42,1,magnesium,Metal/cations,missing,missing,missing,missing,1
ribonuclease,2P44,1,magnesium,Metal/cations,missing,basic,ambient,vapor diffusion - unspecified,0
ribonuclease,2P49,1,magnesium,Metal/cations,missing,basic,ambient,vapor diffusion - unspecified,0
ribonuclease,2PQX,1,magnesium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2PQY,1,magnesium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2R7D,1,magnesium,Metal/cations,missing,mildly basic,cold,vapor diffusion - hanging drop,1
ribonuclease,2YJT,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,2Z70,1,magnesium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,2ZD1,1,magnesium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,2ZE2,1,magnesium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,3BGR,1,magnesium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,3H8S,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3H8W,1,magnesium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,3IRX,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,3IS9,1,magnesium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,3JYT,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,3KLE,1,magnesium,Metal/cations,low-mid,neutral,missing,vapor diffusion - hanging drop,1
ribonuclease,3KLF,1,magnesium,Metal/cations,low-mid,neutral,missing,vapor diffusion - hanging drop,1
ribonuclease,3KLG,1,magnesium,Metal/cations,low-mid,mildly acidic,missing,vapor diffusion - hanging drop,0
ribonuclease,3KLI,1,magnesium,Metal/cations,low-mid,neutral,missing,vapor diffusion - hanging drop,0
ribonuclease,3O3F,1,magnesium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
ribonuclease,3O3H,1,magnesium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,3PUF,1,magnesium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,3ULD,1,magnesium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,1
ribonuclease,3V1Q,1,magnesium,Metal/cations,trace-low,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3V9S,1,magnesium,Metal/cations,trace-low,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,3WYZ,1,magnesium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,4B3P,1,magnesium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,4B3Q,1,magnesium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,4G1Q,1,magnesium,Metal/cations,missing,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,4H4M,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,4H4O,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,4HTU,1,magnesium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,4HUE,1,magnesium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,4HUF,1,magnesium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,4HUG,1,magnesium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,4IBN,1,magnesium,Metal/cations,mid,basic,cold,vapor diffusion - sitting drop,0
ribonuclease,4ICL,1,magnesium,Metal/cations,low-mid,neutral,missing,vapor diffusion - hanging drop,1
ribonuclease,4IDK,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,4IFY,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,4IG0,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,4IG3,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,4KFB,1,magnesium,Metal/cations,low-mid,neutral,missing,vapor diffusion - hanging drop,0
ribonuclease,4MH8,1,magnesium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4O1P,1,magnesium,Metal/cations,trace-low,missing,missing,missing,1
ribonuclease,4ROU,1,magnesium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,4RW4,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,4RW6,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,4RW7,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,4RW8,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,4RW9,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,4XGL,1,magnesium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4XGM,1,magnesium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,5DMQ,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,5F6C,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,1
ribonuclease,5K8J,1,magnesium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,5L6L,1,magnesium,Metal/cations,trace-low,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,5L6M,1,magnesium,Metal/cations,trace-low,acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,5VQQ,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQR,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQS,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQT,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQU,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQV,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQW,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQX,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQY,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5VQZ,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,5WS2,1,magnesium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,6C0J,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0K,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0L,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0N,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0O,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0P,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6C0R,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6CGF,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,6CWX,1,magnesium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,6DTW,1,magnesium,Metal/cations,missing,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,6DTX,1,magnesium,Metal/cations,missing,missing,cold,vapor diffusion - hanging drop,0
ribonuclease,6F7T,1,magnesium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6G63,1,magnesium,Metal/cations,low-mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,6LS1,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,6OR7,1,magnesium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6OTZ,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6OUN,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6P1I,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6P1X,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6P2G,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6SJD,1,magnesium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,1
ribonuclease,6WPF,1,magnesium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6WPH,1,magnesium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6WPJ,1,magnesium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6X47,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X49,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X4A,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X4B,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,6X4C,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X4D,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X4E,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,6X4F,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,7N2P,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7NDI,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - sitting drop,1
ribonuclease,7OXQ,1,magnesium,Metal/cations,trace-low,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7OZ2,1,magnesium,Metal/cations,trace-low,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,7OZ5,1,magnesium,Metal/cations,trace-low,missing,ambient,vapor diffusion - sitting drop,0
ribonuclease,7SO2,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
